ssyk2012_4	year	daioe_allapps	daioe_stratgames	daioe_videogames	daioe_imgrec	daioe_imgcompr	daioe_imggen	daioe_readcompr	daioe_lngmod	daioe_translat	daioe_speechrec	daioe_genai	pctl_rank_allapps	pctl_rank_stratgames	pctl_rank_videogames	pctl_rank_imgrec	pctl_rank_imgcompr	pctl_rank_imggen	pctl_rank_readcompr	pctl_rank_lngmod	pctl_rank_translat	pctl_rank_speechrec	pctl_rank_genai	ssyk2012_1	ssyk2012_2	ssyk2012_3
3514 Nätverks- och systemtekniker m.fl.	2013	3.8736222	.24760413	1.5846711	.140111				.0017029811		.0378443	.0017029811	95.389999	93.260002	77.900002	89.239998				78.129997		75.059998	78.129997	3 Yrken med krav på högskolekompetens eller motsvarande	35 Yrken med krav på högskolekompetens eller motsvarande inom IT, ljud- och ljusteknik m.m.	351 Drift-, support- och nätverkstekniker m.fl.
3514 Nätverks- och systemtekniker m.fl.	2014	6.3958545	.2648536	2.5278201	.18319833			.0038273651	.014759568		.048281338	.014759568	95.389999	93.260002	77.900002	89.239998			81.440002	78.129997		75.059998	78.129997	3 Yrken med krav på högskolekompetens eller motsvarande	35 Yrken med krav på högskolekompetens eller motsvarande inom IT, ljud- och ljusteknik m.m.	351 Drift-, support- och nätverkstekniker m.fl.
3514 Nätverks- och systemtekniker m.fl.	2015	11.191256	.28364918	3.4709692	.23170604		.033702552	.006431473	.026726421	.0036233633	.25753921	.10057215	94.919998	93.260002	77.900002	89.239998		89.239998	81.440002	78.129997	72.699997	75.059998	84.989998	3 Yrken med krav på högskolekompetens eller motsvarande	35 Yrken med krav på högskolekompetens eller motsvarande inom IT, ljud- och ljusteknik m.m.	351 Drift-, support- och nätverkstekniker m.fl.
3514 Nätverks- och systemtekniker m.fl.	2016	17.59808	.35214904	3.7388473	.23681425	.059763204	.43650991	.16841745	.044424292	.010266459	.29167685	.68984908	93.029999	93.260002	77.900002	89.239998	86.169998	89.239998	81.440002	78.129997	72.699997	75.059998	88.769997	3 Yrken med krav på högskolekompetens eller motsvarande	35 Yrken med krav på högskolekompetens eller motsvarande inom IT, ljud- och ljusteknik m.m.	351 Drift-, support- och nätverkstekniker m.fl.
3514 Nätverks- och systemtekniker m.fl.	2017	18.282396	.35449123	3.7630274	.26371041	.082454748	.43657181	.17301995	.047552388	.014825345	.30370161	.69391865	93.029999	93.260002	77.900002	89.239998	86.169998	89.239998	81.440002	78.129997	72.699997	75.059998	88.769997	3 Yrken med krav på högskolekompetens eller motsvarande	35 Yrken med krav på högskolekompetens eller motsvarande inom IT, ljud- och ljusteknik m.m.	351 Drift-, support- och nätverkstekniker m.fl.
3514 Nätverks- och systemtekniker m.fl.	2018	21.40543	.35468757	4.3110948	.27933338	.082497142	.51621735	.18186674	.11289339	.020526331	.33409014	.98310483	93.029999	93.260002	77.900002	89.239998	86.169998	89.239998	81.440002	78.129997	72.699997	75.059998	88.300003	3 Yrken med krav på högskolekompetens eller motsvarande	35 Yrken med krav på högskolekompetens eller motsvarande inom IT, ljud- och ljusteknik m.m.	351 Drift-, support- och nätverkstekniker m.fl.
3514 Nätverks- och systemtekniker m.fl.	2019	27.900444	.35479054	5.4217768	.36702549	.08902479	.57577038	.24492933	.16181344	.039706286	.39820954	1.199469	93.029999	93.260002	77.900002	89.239998	86.169998	89.239998	81.440002	78.129997	72.699997	75.059998	88.059998	3 Yrken med krav på högskolekompetens eller motsvarande	35 Yrken med krav på högskolekompetens eller motsvarande inom IT, ljud- och ljusteknik m.m.	351 Drift-, support- och nätverkstekniker m.fl.
3514 Nätverks- och systemtekniker m.fl.	2020	31.065807	.35484028	5.4558511	.4485603	.10575534	.69183445	.24826846	.39794141	.043881584	.44833371	1.8825735	93.029999	93.260002	77.900002	89.239998	86.169998	89.239998	81.440002	78.129997	72.699997	75.059998	86.169998	3 Yrken med krav på högskolekompetens eller motsvarande	35 Yrken med krav på högskolekompetens eller motsvarande inom IT, ljud- och ljusteknik m.m.	351 Drift-, support- och nätverkstekniker m.fl.
3514 Nätverks- och systemtekniker m.fl.	2021	33.958286	.354954	5.4610467	.53036225	.18719301	.89023256	.26223099	.4776718	.045734484	.47325274	2.4121053	92.790001	93.260002	77.900002	89.239998	86.169998	89.239998	81.440002	78.129997	72.699997	75.059998	86.169998	3 Yrken med krav på högskolekompetens eller motsvarande	35 Yrken med krav på högskolekompetens eller motsvarande inom IT, ljud- och ljusteknik m.m.	351 Drift-, support- och nätverkstekniker m.fl.
3514 Nätverks- och systemtekniker m.fl.	2022	36.983982	.35495412	5.4770079	.54800814	.21347189	.93081528	.31096715	.93617541	.046631958	.50890088	3.1838586	91.839996	93.260002	77.900002	89.239998	86.169998	89.239998	81.440002	78.129997	72.699997	75.059998	84.989998	3 Yrken med krav på högskolekompetens eller motsvarande	35 Yrken med krav på högskolekompetens eller motsvarande inom IT, ljud- och ljusteknik m.m.	351 Drift-, support- och nätverkstekniker m.fl.
3514 Nätverks- och systemtekniker m.fl.	2023	41.247036	.35495421	5.4811974	.5515182	.29096228	.93492103	.50889635	1.213763	.047154114	.87322676	3.5330336	91.129997	93.260002	77.900002	89.239998	86.169998	89.239998	81.440002	78.129997	72.699997	75.059998	84.519997	3 Yrken med krav på högskolekompetens eller motsvarande	35 Yrken med krav på högskolekompetens eller motsvarande inom IT, ljud- och ljusteknik m.m.	351 Drift-, support- och nätverkstekniker m.fl.
3515 Webbmaster och webbadministratörer	2010	.35540032	.11755253		.035039458						.0043727411		96.809998	98.459999		95.629997						70.800003		3 Yrken med krav på högskolekompetens eller motsvarande	35 Yrken med krav på högskolekompetens eller motsvarande inom IT, ljud- och ljusteknik m.m.	351 Drift-, support- och nätverkstekniker m.fl.
3515 Webbmaster och webbadministratörer	2011	.59450299	.23393101		.041719463						.0087454822		97.040001	98.459999		95.629997						70.800003		3 Yrken med krav på högskolekompetens eller motsvarande	35 Yrken med krav på högskolekompetens eller motsvarande inom IT, ljud- och ljusteknik m.m.	351 Drift-, support- och nätverkstekniker m.fl.
3515 Webbmaster och webbadministratörer	2012	.88305688	.25286621		.10726245				.00065405533		.022671634	.00065405533	95.860001	98.459999		95.629997				85.220001		70.800003	85.220001	3 Yrken med krav på högskolekompetens eller motsvarande	35 Yrken med krav på högskolekompetens eller motsvarande inom IT, ljud- och ljusteknik m.m.	351 Drift-, support- och nätverkstekniker m.fl.
3515 Webbmaster och webbadministratörer	2013	4.0095377	.27180141	1.6045709	.15210667				.0018279846		.036597788	.0018279846	97.989998	98.459999	80.019997	95.629997				85.220001		70.800003	85.220001	3 Yrken med krav på högskolekompetens eller motsvarande	35 Yrken med krav på högskolekompetens eller motsvarande inom IT, ljud- och ljusteknik m.m.	351 Drift-, support- och nätverkstekniker m.fl.
3515 Webbmaster och webbadministratörer	2014	6.6141715	.29073659	2.5595636	.19888297			.0041119102	.015842961		.046691049	.015842961	98.459999	98.459999	80.019997	95.629997			86.639999	85.220001		70.800003	85.220001	3 Yrken med krav på högskolekompetens eller motsvarande	35 Yrken med krav på högskolekompetens eller motsvarande inom IT, ljud- och ljusteknik m.m.	351 Drift-, support- och nätverkstekniker m.fl.
3515 Webbmaster och webbadministratörer	2015	11.538811	.31136897	3.5145564	.25154367		.037473045	.0069096205	.028688215	.003547061	.2490564	.11004066	97.75	98.459999	80.019997	95.629997		95.389999	86.639999	85.220001	69.860001	70.800003	92.550003	3 Yrken med krav på högskolekompetens eller motsvarande	35 Yrken med krav på högskolekompetens eller motsvarande inom IT, ljud- och ljusteknik m.m.	351 Drift-, support- och nätverkstekniker m.fl.
3515 Webbmaster och webbadministratörer	2016	18.342579	.38656303	3.7857983	.25708923	.063838549	.4853448	.18093845	.047685158	.010050263	.28206962	.76138902	97.279999	98.459999	80.019997	95.629997	93.260002	95.389999	86.639999	85.220001	69.860001	70.800003	94.440002	3 Yrken med krav på högskolekompetens eller motsvarande	35 Yrken med krav på högskolekompetens eller motsvarande inom IT, ljud- och ljusteknik m.m.	351 Drift-, support- och nätverkstekniker m.fl.
3515 Webbmaster och webbadministratörer	2017	19.056364	.38913414	3.8102822	.28628811	.088077463	.48541361	.18588312	.051042866	.014513147	.29369828	.76577705	96.809998	98.459999	80.019997	95.629997	93.260002	95.389999	86.639999	85.220001	69.860001	70.800003	94.440002	3 Yrken med krav på högskolekompetens eller motsvarande	35 Yrken med krav på högskolekompetens eller motsvarande inom IT, ljud- och ljusteknik m.m.	351 Drift-, support- och nätverkstekniker m.fl.
3515 Webbmaster och webbadministratörer	2018	22.30464	.38934964	4.365232	.30324864	.08812274	.5739696	.19538762	.12118006	.02009408	.3230859	1.0820909	96.809998	98.459999	80.019997	95.629997	93.260002	95.389999	86.639999	85.220001	69.860001	70.800003	94.440002	3 Yrken med krav på högskolekompetens eller motsvarande	35 Yrken med krav på högskolekompetens eller motsvarande inom IT, ljud- och ljusteknik m.m.	351 Drift-, support- och nätverkstekniker m.fl.
3515 Webbmaster och webbadministratörer	2019	29.041424	.38946268	5.4898615	.39844859	.095095523	.64018512	.26313859	.17369097	.038870137	.38509333	1.3187501	96.57	98.459999	80.019997	95.629997	93.260002	95.389999	86.639999	85.220001	69.860001	70.800003	93.739998	3 Yrken med krav på högskolekompetens eller motsvarande	35 Yrken med krav på högskolekompetens eller motsvarande inom IT, ljud- och ljusteknik m.m.	351 Drift-, support- och nätverkstekniker m.fl.
3515 Webbmaster och webbadministratörer	2020	32.393421	.38951728	5.524364	.48696405	.11296695	.76923394	.26672596	.42715138	.042957511	.43356654	2.0629706	95.860001	98.459999	80.019997	95.629997	93.260002	95.389999	86.639999	85.220001	69.860001	70.800003	93.029999	3 Yrken med krav på högskolekompetens eller motsvarande	35 Yrken med krav på högskolekompetens eller motsvarande inom IT, ljud- och ljusteknik m.m.	351 Drift-, support- och nätverkstekniker m.fl.
3515 Webbmaster och webbadministratörer	2021	35.487755	.38964212	5.5296249	.57576954	.199958	.98982793	.28172654	.51273417	.044771392	.45766479	2.6439497	95.629997	98.459999	80.019997	95.629997	93.260002	95.389999	86.639999	85.220001	69.860001	70.800003	93.029999	3 Yrken med krav på högskolekompetens eller motsvarande	35 Yrken med krav på högskolekompetens eller motsvarande inom IT, ljud- och ljusteknik m.m.	351 Drift-, support- och nätverkstekniker m.fl.
3515 Webbmaster och webbadministratörer	2022	38.69688	.38964224	5.5457864	.59492624	.22802886	1.0349509	.33408597	1.0048932	.045649968	.49213871	3.4792762	94.919998	98.459999	80.019997	95.629997	93.260002	95.389999	86.639999	85.220001	69.860001	70.800003	92.550003	3 Yrken med krav på högskolekompetens eller motsvarande	35 Yrken med krav på högskolekompetens eller motsvarande inom IT, ljud- och ljusteknik m.m.	351 Drift-, support- och nätverkstekniker m.fl.
3515 Webbmaster och webbadministratörer	2023	43.130226	.38964236	5.5500283	.59873676	.31080344	1.039516	.54673022	1.3028566	.046161126	.84446442	3.855567	94.209999	98.459999	80.019997	95.629997	93.260002	95.389999	86.639999	85.220001	69.860001	70.800003	92.550003	3 Yrken med krav på högskolekompetens eller motsvarande	35 Yrken med krav på högskolekompetens eller motsvarande inom IT, ljud- och ljusteknik m.m.	351 Drift-, support- och nätverkstekniker m.fl.
3521 Bild- och sändningstekniker	2010	.28042567	.08985772		.027950082						.004020765		72.93	73.879997		72.220001						58.75		3 Yrken med krav på högskolekompetens eller motsvarande	35 Yrken med krav på högskolekompetens eller motsvarande inom IT, ljud- och ljusteknik m.m.	352 Bild-, ljud- och ljustekniker m.fl.
3521 Bild- och sändningstekniker	2011	.46885329	.17881799		.033278551						.0080415299		72.220001	73.879997		72.220001						58.75		3 Yrken med krav på högskolekompetens eller motsvarande	35 Yrken med krav på högskolekompetens eller motsvarande inom IT, ljud- och ljusteknik m.m.	352 Bild-, ljud- och ljustekniker m.fl.
3521 Bild- och sändningstekniker	2012	.70068455	.19329213		.085560523				.00042697263		.020846721	.00042697263	71.040001	73.879997		72.220001				48.580002		58.75	48.580002	3 Yrken med krav på högskolekompetens eller motsvarande	35 Yrken med krav på högskolekompetens eller motsvarande inom IT, ljud- och ljusteknik m.m.	352 Bild-, ljud- och ljustekniker m.fl.
3521 Bild- och sändningstekniker	2013	3.6873934	.20776628	1.6365101	.12133162				.0011933232		.033651911	.0011933232	89.010002	73.879997	81.910004	72.220001				48.580002		58.75	48.580002	3 Yrken med krav på högskolekompetens eller motsvarande	35 Yrken med krav på högskolekompetens eller motsvarande inom IT, ljud- och ljusteknik m.m.	352 Bild-, ljud- och ljustekniker m.fl.
3521 Bild- och sändningstekniker	2014	6.0643291	.22224043	2.6105123	.15864387			.0025862183	.010342414		.042932734	.010342414	88.769997	73.879997	81.910004	72.220001			48.110001	48.580002		58.75	48.580002	3 Yrken med krav på högskolekompetens eller motsvarande	35 Yrken med krav på högskolekompetens eller motsvarande inom IT, ljud- och ljusteknik m.m.	352 Bild-, ljud- och ljustekniker m.fl.
3521 Bild- och sändningstekniker	2015	10.457672	.23801193	3.5845146	.20064998		.027095692	.0043458603	.018727899	.0028355655	.229009	.075790897	87.120003	73.879997	81.910004	72.220001		65.370003	48.110001	48.580002	52.360001	58.75	52.599998	3 Yrken med krav på högskolekompetens eller motsvarande	35 Yrken med krav på högskolekompetens eller motsvarande inom IT, ljud- och ljusteknik m.m.	352 Bild-, ljud- och ljustekniker m.fl.
3521 Bild- och sändningstekniker	2016	15.777663	.29549065	3.8611555	.20507352	.048508	.35093895	.11380264	.031129258	.0080343084	.25936487	.53802532	80.019997	73.879997	81.910004	72.220001	58.509998	65.370003	48.110001	48.580002	52.360001	58.75	59.689999	3 Yrken med krav på högskolekompetens eller motsvarande	35 Yrken med krav på högskolekompetens eller motsvarande inom IT, ljud- och ljusteknik m.m.	352 Bild-, ljud- och ljustekniker m.fl.
3521 Bild- och sändningstekniker	2017	16.357935	.297456	3.8861268	.22836474	.06692604	.35098869	.11691263	.033321198	.011601995	.27005753	.54092366	80.260002	73.879997	81.910004	72.220001	58.509998	65.370003	48.110001	48.580002	52.360001	58.75	59.459999	3 Yrken med krav på högskolekompetens eller motsvarande	35 Yrken med krav på högskolekompetens eller motsvarande inom IT, ljud- och ljusteknik m.m.	352 Bild-, ljud- och ljustekniker m.fl.
3521 Bild- och sändningstekniker	2018	19.11397	.29762071	4.4521232	.24189372	.066960447	.41502097	.12289056	.079107329	.016063463	.29707962	.75838858	79.790001	73.879997	81.910004	72.220001	58.509998	65.370003	48.110001	48.580002	52.360001	58.75	55.91	3 Yrken med krav på högskolekompetens eller motsvarande	35 Yrken med krav på högskolekompetens eller motsvarande inom IT, ljud- och ljusteknik m.m.	352 Bild-, ljud- och ljustekniker m.fl.
3521 Bild- och sändningstekniker	2019	24.855703	.29770714	5.5991387	.31783229	.072258748	.46289954	.16550307	.11338688	.031073282	.35409588	.92108852	79.790001	73.879997	81.910004	72.220001	58.509998	65.370003	48.110001	48.580002	52.360001	58.75	54.959999	3 Yrken med krav på högskolekompetens eller motsvarande	35 Yrken med krav på högskolekompetens eller motsvarande inom IT, ljud- och ljusteknik m.m.	352 Bild-, ljud- och ljustekniker m.fl.
3521 Bild- och sändningstekniker	2020	27.417963	.29774886	5.6343274	.38843882	.08583843	.55621105	.16775937	.2788479	.03434078	.39866731	1.4268907	76.949997	73.879997	81.910004	72.220001	58.509998	65.370003	48.110001	48.580002	52.360001	58.75	53.549999	3 Yrken med krav på högskolekompetens eller motsvarande	35 Yrken med krav på högskolekompetens eller motsvarande inom IT, ljud- och ljusteknik m.m.	352 Bild-, ljud- och ljustekniker m.fl.
3521 Bild- och sändningstekniker	2021	29.737368	.29784429	5.6396933	.45927668	.15193895	.7157163	.17719412	.33471707	.03579082	.42082581	1.8299403	76	73.879997	81.910004	72.220001	58.509998	65.370003	48.110001	48.580002	52.360001	58.75	53.549999	3 Yrken med krav på högskolekompetens eller motsvarande	35 Yrken med krav på högskolekompetens eller motsvarande inom IT, ljud- och ljusteknik m.m.	352 Bild-, ljud- och ljustekniker m.fl.
3521 Bild- och sändningstekniker	2022	32.075203	.29784438	5.6561766	.47455749	.17326872	.74834341	.21012598	.65600252	.036493164	.45252481	2.3874016	74.110001	73.879997	81.910004	72.220001	58.509998	65.370003	48.110001	48.580002	52.360001	58.75	52.130001	3 Yrken med krav på högskolekompetens eller motsvarande	35 Yrken med krav på högskolekompetens eller motsvarande inom IT, ljud- och ljusteknik m.m.	352 Bild-, ljud- och ljustekniker m.fl.
3521 Bild- och sändningstekniker	2023	35.395546	.29784447	5.6605029	.47759706	.23616534	.75164431	.34387022	.85051543	.036901791	.77649069	2.635591	71.040001	73.879997	81.910004	72.220001	58.509998	65.370003	48.110001	48.580002	52.360001	58.75	51.650002	3 Yrken med krav på högskolekompetens eller motsvarande	35 Yrken med krav på högskolekompetens eller motsvarande inom IT, ljud- och ljusteknik m.m.	352 Bild-, ljud- och ljustekniker m.fl.
3522 Ljus-, ljud och scentekniker	2010	.26321605	.084662437		.026469912						.0036088496		61.580002	67.019997		62.529999						51.889999		3 Yrken med krav på högskolekompetens eller motsvarande	35 Yrken med krav på högskolekompetens eller motsvarande inom IT, ljud- och ljusteknik m.m.	352 Bild-, ljud- och ljustekniker m.fl.
3522 Ljus-, ljud och scentekniker	2011	.43969637	.16847929		.031516198						.0072176992		60.869999	67.019997		62.529999						51.889999		3 Yrken med krav på högskolekompetens eller motsvarande	35 Yrken med krav på högskolekompetens eller motsvarande inom IT, ljud- och ljusteknik m.m.	352 Bild-, ljud- och ljustekniker m.fl.
3522 Ljus-, ljud och scentekniker	2012	.65617967	.1821166		.081029437				.00039594574		.018711036	.00039594574	58.27	67.019997		62.529999				41.73		51.889999	41.73	3 Yrken med krav på högskolekompetens eller motsvarande	35 Yrken med krav på högskolekompetens eller motsvarande inom IT, ljud- och ljusteknik m.m.	352 Bild-, ljud- och ljustekniker m.fl.
3522 Ljus-, ljud och scentekniker	2013	3.5350966	.1957539	1.596787	.11490618				.0011066077		.030204372	.0011066077	81.68	67.019997	79.080002	62.529999				41.73		51.889999	41.73	3 Yrken med krav på högskolekompetens eller motsvarande	35 Yrken med krav på högskolekompetens eller motsvarande inom IT, ljud- och ljusteknik m.m.	352 Bild-, ljud- och ljustekniker m.fl.
3522 Ljus-, ljud och scentekniker	2014	5.8152518	.20939121	2.5471473	.15024246			.0023955076	.0095908595		.038534403	.0095908595	80.970001	67.019997	79.080002	62.529999			42.200001	41.73		51.889999	41.73	3 Yrken med krav på högskolekompetens eller motsvarande	35 Yrken med krav på högskolekompetens eller motsvarande inom IT, ljud- och ljusteknik m.m.	352 Bild-, ljud- och ljustekniker m.fl.
3522 Ljus-, ljud och scentekniker	2015	9.9770269	.22425084	3.4975073	.19002403		.025832083	.0040253913	.017366996	.00255925	.20554772	.071387999	79.550003	67.019997	79.080002	62.529999		58.75	42.200001	41.73	47.16	51.889999	49.049999	3 Yrken med krav på högskolekompetens eller motsvarande	35 Yrken med krav på högskolekompetens eller motsvarande inom IT, ljud- och ljusteknik m.m.	352 Bild-, ljud- och ljustekniker m.fl.
3522 Ljus-, ljud och scentekniker	2016	15.004976	.27840632	3.7674334	.19421332	.04596753	.33457291	.1054107	.028867181	.007251394	.23279372	.51014203	71.040001	67.019997	79.080002	62.529999	53.310001	58.75	42.200001	41.73	47.16	51.889999	52.599998	3 Yrken med krav på högskolekompetens eller motsvarande	35 Yrken med krav på högskolekompetens eller motsvarande inom IT, ljud- och ljusteknik m.m.	352 Bild-, ljud- och ljustekniker m.fl.
3522 Ljus-, ljud och scentekniker	2017	15.550194	.28025806	3.7917984	.21627107	.063420981	.33462036	.10829136	.030899839	.010471422	.24239095	.51283979	70.330002	67.019997	79.080002	62.529999	53.310001	58.75	42.200001	41.73	47.16	51.889999	52.599998	3 Yrken med krav på högskolekompetens eller motsvarande	35 Yrken med krav på högskolekompetens eller motsvarande inom IT, ljud- och ljusteknik m.m.	352 Bild-, ljud- och ljustekniker m.fl.
3522 Ljus-, ljud och scentekniker	2018	18.167917	.28041327	4.3440561	.2290836	.063453585	.39566651	.11382847	.073358819	.014498137	.26664472	.71760321	69.389999	67.019997	79.080002	62.529999	53.310001	58.75	42.200001	41.73	47.16	51.889999	51.419998	3 Yrken med krav på högskolekompetens eller motsvarande	35 Yrken med krav på högskolekompetens eller motsvarande inom IT, ljud- och ljusteknik m.m.	352 Bild-, ljud- och ljustekniker m.fl.
3522 Ljus-, ljud och scentekniker	2019	23.616888	.28049469	5.4632301	.30100062	.068474397	.44131222	.15329868	.10514738	.028045304	.3178198	.87079966	67.970001	67.019997	79.080002	62.529999	53.310001	58.75	42.200001	41.73	47.16	51.889999	51.18	3 Yrken med krav på högskolekompetens eller motsvarande	35 Yrken med krav på högskolekompetens eller motsvarande inom IT, ljud- och ljusteknik m.m.	352 Bild-, ljud- och ljustekniker m.fl.
3522 Ljus-, ljud och scentekniker	2020	26.019608	.280534	5.4975648	.36786801	.081342883	.53027219	.15538861	.25858483	.030994395	.35782504	1.3455669	66.080002	67.019997	79.080002	62.529999	53.310001	58.75	42.200001	41.73	47.16	51.889999	49.049999	3 Yrken med krav på högskolekompetens eller motsvarande	35 Yrken med krav på högskolekompetens eller motsvarande inom IT, ljud- och ljusteknik m.m.	352 Bild-, ljud- och ljustekniker m.fl.
3522 Ljus-, ljud och scentekniker	2021	28.199694	.28062391	5.5028005	.43495446	.14398158	.68233889	.1641276	.31039411	.032303132	.37771344	1.7259806	64.419998	67.019997	79.080002	62.529999	53.310001	58.75	42.200001	41.73	47.16	51.889999	49.049999	3 Yrken med krav på högskolekompetens eller motsvarande	35 Yrken med krav på högskolekompetens eller motsvarande inom IT, ljud- och ljusteknik m.m.	352 Bild-, ljud- och ljustekniker m.fl.
3522 Ljus-, ljud och scentekniker	2022	30.382627	.280624	5.5188837	.44942603	.16419427	.71344447	.19463104	.60833263	.032937039	.406165	2.2464941	60.869999	67.019997	79.080002	62.529999	53.310001	58.75	42.200001	41.73	47.16	51.889999	48.349998	3 Yrken med krav på högskolekompetens eller motsvarande	35 Yrken med krav på högskolekompetens eller motsvarande inom IT, ljud- och ljusteknik m.m.	352 Bild-, ljud- och ljustekniker m.fl.
3522 Ljus-, ljud och scentekniker	2023	33.448757	.28062409	5.5231047	.45230463	.22379686	.71659136	.31851283	.78871083	.033305846	.69694155	2.4774053	58.27	67.019997	79.080002	62.529999	53.310001	58.75	42.200001	41.73	47.16	51.889999	47.639999	3 Yrken med krav på högskolekompetens eller motsvarande	35 Yrken med krav på högskolekompetens eller motsvarande inom IT, ljud- och ljusteknik m.m.	352 Bild-, ljud- och ljustekniker m.fl.
4111 Ekonomiassistenter m.fl.	2010	.36253715	.11494991		.035110507						.0057305228		97.989998	97.519997		95.860001						95.860001		4 Yrken inom administration och kundtjänst	41 Kontorsassistenter och sekreterare	411 Kontorsassistenter och sekreterare
4111 Ekonomiassistenter m.fl.	2011	.60741639	.22875173		.041804057						.011461046		97.989998	97.519997		95.860001						95.860001		4 Yrken inom administration och kundtjänst	41 Kontorsassistenter och sekreterare	411 Kontorsassistenter och sekreterare
4111 Ekonomiassistenter m.fl.	2012	.91528141	.24726769		.10747994				.00075250689		.02971141	.00075250689	98.230003	97.519997		95.860001				96.809998		95.860001	96.809998	4 Yrken inom administration och kundtjänst	41 Kontorsassistenter och sekreterare	411 Kontorsassistenter och sekreterare
4111 Ekonomiassistenter m.fl.	2013	4.0411	.26578367	1.5578005	.15241511				.0021031415		.047961775	.0021031415	98.699997	97.519997	74.110001	95.860001				96.809998		95.860001	96.809998	4 Yrken inom administration och kundtjänst	41 Kontorsassistenter och sekreterare	411 Kontorsassistenter och sekreterare
4111 Ekonomiassistenter m.fl.	2014	6.6780438	.28429964	2.4849572	.19928625			.0044165035	.018227721		.0611891	.018227721	98.699997	97.519997	74.110001	95.860001			92.790001	96.809998		95.860001	96.809998	4 Yrken inom administration och kundtjänst	41 Kontorsassistenter och sekreterare	411 Kontorsassistenter och sekreterare
4111 Ekonomiassistenter m.fl.	2015	11.826201	.30447519	3.4121137	.25205374		.030654166	.0074214563	.0330065	.0046154307	.32639098	.10621469	98.940002	97.519997	74.110001	95.860001		83.330002	92.790001	96.809998	94.209999	95.860001	90.190002	4 Yrken inom administration och kundtjänst	41 Kontorsassistenter och sekreterare	411 Kontorsassistenter och sekreterare
4111 Ekonomiassistenter m.fl.	2016	18.602789	.37800446	3.6754494	.25761053	.067101926	.3970277	.1943416	.054862954	.013077388	.36965513	.67335218	97.989998	97.519997	74.110001	95.860001	96.339996	83.330002	92.790001	96.809998	94.209999	95.860001	86.410004	4 Yrken inom administration och kundtjänst	41 Kontorsassistenter och sekreterare	411 Kontorsassistenter och sekreterare
4111 Ekonomiassistenter m.fl.	2017	19.37215	.38051865	3.6992195	.28686863	.092579916	.397084	.19965254	.05872608	.018884487	.38489464	.67820406	97.989998	97.519997	74.110001	95.860001	96.339996	83.330002	92.790001	96.809998	94.209999	95.860001	86.410004	4 Yrken inom administration och kundtjänst	41 Kontorsassistenter och sekreterare	411 Kontorsassistenter och sekreterare
4111 Ekonomiassistenter m.fl.	2018	22.689724	.38072938	4.2379937	.30386356	.09262751	.46952564	.20986108	.13942066	.02614639	.42340741	.98419994	97.989998	97.519997	74.110001	95.860001	96.339996	83.330002	92.790001	96.809998	94.209999	95.860001	88.769997	4 Yrken inom administration och kundtjänst	41 Kontorsassistenter och sekreterare	411 Kontorsassistenter och sekreterare
4111 Ekonomiassistenter m.fl.	2019	29.656284	.38083991	5.3298421	.39925653	.099956736	.52369207	.28263077	.19983578	.050577767	.50466877	1.2131521	98.230003	97.519997	74.110001	95.860001	96.339996	83.330002	92.790001	96.809998	94.209999	95.860001	89.239998	4 Yrken inom administration och kundtjänst	41 Kontorsassistenter och sekreterare	411 Kontorsassistenter och sekreterare
4111 Ekonomiassistenter m.fl.	2020	33.179588	.38089329	5.3633389	.48795149	.11874174	.62925822	.28648388	.49144822	.055896252	.56819338	1.9611164	98.230003	97.519997	74.110001	95.860001	96.339996	83.330002	92.790001	96.809998	94.209999	95.860001	89.949997	4 Yrken inom administration och kundtjänst	41 Kontorsassistenter och sekreterare	411 Kontorsassistenter och sekreterare
4111 Ekonomiassistenter m.fl.	2021	36.329884	.38101536	5.3684464	.57693702	.21017969	.80971122	.30259565	.58991337	.05825647	.59977442	2.5065365	98.230003	97.519997	74.110001	95.860001	96.339996	83.330002	92.790001	96.809998	94.209999	95.860001	89.949997	4 Yrken inom administration och kundtjänst	41 Kontorsassistenter och sekreterare	411 Kontorsassistenter och sekreterare
4111 Ekonomiassistenter m.fl.	2022	39.804096	.38101548	5.3841367	.59613258	.23968552	.84662324	.35883364	1.1561545	.059399672	.64495289	3.3987317	98.459999	97.519997	74.110001	95.860001	96.339996	83.330002	92.790001	96.809998	94.209999	95.860001	91.129997	4 Yrken inom administration och kundtjänst	41 Kontorsassistenter och sekreterare	411 Kontorsassistenter och sekreterare
4111 Ekonomiassistenter m.fl.	2023	44.870758	.3810156	5.3882551	.59995085	.32669148	.85035765	.58722961	1.4989687	.060064789	1.1066794	3.8168147	97.519997	97.519997	74.110001	95.860001	96.339996	83.330002	92.790001	96.809998	94.209999	95.860001	92.32	4 Yrken inom administration och kundtjänst	41 Kontorsassistenter och sekreterare	411 Kontorsassistenter och sekreterare
4112 Löne- och personaladministratörer	2010	.34286878	.1022416		.034638956						.0063651251		94.209999	90.660004		95.150002						99.169998		4 Yrken inom administration och kundtjänst	41 Kontorsassistenter och sekreterare	411 Kontorsassistenter och sekreterare
4112 Löne- och personaladministratörer	2011	.57241321	.20346203		.041242607						.01273025		94.209999	90.660004		95.150002						99.169998		4 Yrken inom administration och kundtjänst	41 Kontorsassistenter och sekreterare	411 Kontorsassistenter och sekreterare
